,title,class,sp_count,up_count,title_cha,title_word,cha_word,up_cha,up_word,bad_word
17823,Connecting People Through News,1,0,4,27,4,6.8,14,100,0
17824,An Exhaustive Photo Breakdown of the Jennifer Lopez–Alex Rodriguez Courtship,1,0,9,67,10,6.7,13,90,0
17825,Jennifer Aniston leaning on Brad Pitt to cope with her mother's death – report,1,1,4,65,14,4.6,6,28,0
17826,Courteney Cox Urging Jennifer Aniston Not To Reunite With Brad Pitt: ‘Leave Him In The Past’,1,3,16,77,16,4.8,20,100,0
17827,Can growing up without a father be a gift? Jay-Z thinks so,1,2,3,47,12,3.9,6,25,0
17828,Golden Globes 2018: the complete list of nominees,1,1,2,42,8,5.2,4,25,0
17829,"Melissa McCarthy, Jenny McCarthy and Other Celeb Cousins You Never Knew Were Related",1,0,14,72,13,5.5,19,107,0
17830,Gwen Stefani wanted for cooking show,1,0,2,31,6,5.2,6,33,0
17831,Does Caitlyn Jenner Have A Blonde Girlfriend? New Report Claims She’s Dating Again,1,2,13,70,13,5.4,18,100,0
17832,Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),1,4,15,85,17,5.0,17,88,0
17833,Kim Kardashian Takes Shot At Split Stories With Kanye West Birthday Tribute,1,0,12,64,12,5.3,18,100,0
17834,Beckham allegations from 'hacked and doctored emails',1,2,1,47,7,6.7,2,14,0
17835,Rumor Bust! Tristan Thompson Did Not Dump Pregnant Khloé Kardashian,1,1,10,58,10,5.8,17,100,0
17836,"Kristen Stewart, Stella Maxwell relationship goals, adopts a cute dog",1,0,4,60,10,6.0,6,40,0
17837,Pregnant Jessica Simpson Shows Off Massive Baby Bump in Pre-Birth Girls' Day Out,1,2,13,68,13,5.2,19,100,0
17838,Quickie Wedding! Inside Khloe’s Secret Plans To Elope With Cheating Tristan,1,2,11,65,11,5.9,16,100,0
17839,Is Tom Cruise ready to reunite with his daughter Suri?,1,1,4,45,10,4.5,8,40,0
17840,"Brad Pitt fires back at Angelina Jolie, claims he paid more than $1.3 million in child support",1,0,4,78,17,4.6,5,23,0
17841,"Kate Middleton gives birth to 3rd child, palace confirms",1,0,2,48,9,5.3,4,22,0
17842,"Gossip Cop Busted 2404 Stories In 2016, National Enquirer Was Worst Offender – Gossip Cop",1,0,12,75,15,5.0,16,80,0
17843,Kim & Kanye: It's over,1,3,3,18,5,3.6,16,60,0
17844,Brad Pitt and Angelina Jolie dismiss reunion reports,1,0,4,45,8,5.6,8,50,0
17845,Jennifer Aniston Is Reportedly Heartbroken Over Justin Theroux’s Plans To Move In With Emma Stone,1,1,15,83,15,5.5,18,100,0
17846,Prince Harry and Meghan Markle's Net Worth: What We Know,1,2,9,47,10,4.7,19,90,0
17847,"Gwen Stefani Calls Off Her Wedding To Blake Shelton, ‘The Voice’s’ Chloe Kohanski To Blame?",1,4,15,77,15,5.1,19,100,0
17848,Elon Musk’s ‘Pedo’ Tweet Inquiry Answered: Thai Rescue Diver’s Lawyer Preps Lawsuit,1,5,12,72,12,6.0,16,100,0
17849,Lady Gaga Fuels Engagement Buzz at the Grammys With Her *Huge* Pink Diamond Ring,1,0,12,67,14,4.8,17,85,0
17850,Suri Cruise Is Turning 12 And Looks Just Like Mom Katie Holmes,1,0,11,51,12,4.2,21,91,0
17851,Celebrities react to Donald Trump's State of the Union speech,1,1,5,52,10,5.2,9,50,0
17852,Anna Faris's Divorce With Chris Pratt Has Made Her Question the Point of Marriage,1,1,12,68,14,4.9,17,85,0
17853,Emma Stone and Ryan Gosling 'used body doubles in La La Land',1,2,7,50,12,4.2,14,58,0
17854,"Khloé, Tristan Are in 'Best Place They've Been Since Scandal': Source",1,4,10,59,11,5.4,16,90,0
17855,Are Khloé Kardashian and Tristan Thompson Engaged? New Mom Wears a Huge New Diamond Ring,1,1,13,74,15,4.9,17,86,0
17856,Katie Holmes  Jamie Foxx Getting Married In Backyard Wedding ,1,0,9,51,10,5.1,17,90,0
17857,An In-Depth Analysis of Jennifer Aniston's Body Language with Justin Theroux Versus Brad Pitt,1,2,13,80,14,5.7,16,92,0
17858,A Definitive Timeline of Kylie Jenner and Travis Scott's Relationship,1,1,8,60,10,6.0,13,80,0
17859,Trump Defends Initial Remarks on Charlottesville; Again Blames ‘Both Sides’,1,3,9,66,10,6.6,13,90,0
17860,"Justin Bieber Talks Gun Control, Feeling Lonely & Working With Kanye on Song With a 'New York Vibe'",1,3,15,82,18,4.6,18,83,0
17861,"Jonah Hill and Emma Stone reunite in Netflix's 'Maniac,' which looks nothing like 'Superbad'",1,5,7,79,14,5.6,8,50,0
17862,Heidi Klum's Bikini Body Takes A Lot Of Work & Her Boyfriend Is Over Hearing About It,1,2,16,69,17,4.1,23,94,0
17863,Wings of Fury: From Vietnam to the Gulf War the Astonishing True,1,1,8,53,12,4.4,15,66,0
17864,‘Good Charlotte’ Barely Selling Tickets After Cameron & Nicole Nag Husbands To Tour,1,3,12,71,13,5.5,16,92,0
17865,Kanye West won't attend Met Gala because 'he's not ready to return to the spotlight following breakdown',1,4,4,88,17,5.2,4,23,0
17866,Kourtney Kardashian ‘Dreaming’ Of Marrying BF Younes Bendjima Now That Her Ex Bieber Is Engaged,1,2,16,81,15,5.4,19,106,0
17867,Kim Kardashian & Kanye West Trial Separation? Sleeping In Separate Rooms — Report,1,2,11,69,13,5.3,15,84,0
17868,Katie Holmes and Jamie Foxx's Wedding Will Be Top Secret — Just Like Their Relationship (EXCLUSIVE),1,3,22,84,16,5.2,26,137,0
17869,The Wolf Of Wall Street's Margot Robbie: I loved being punched by Leo DiCaprio,1,2,11,65,14,4.6,16,78,0
17870,Perrie Edwards wears Gigi Hadid‘s sunglasses after Zayn Malik split,1,1,6,58,10,5.8,10,60,0
17871,Katie Holmes glows after confirming Jamie Foxx romance,1,0,4,47,8,5.9,8,50,0
17872,"Princess Diana’s Grave Empty: Secretly Buried At St. Mary’s Church Beside Father, Althorp Park Location A Cover Up?",1,4,18,98,18,5.4,18,100,0
17873,Katy Perry May Have Shaded Taylor Swift on American Idol,1,0,9,47,10,4.7,19,90,0
17874,Emmy Awards 2017: The winners list,1,1,3,29,6,4.8,10,50,0
17875,Regis Philbin,1,0,2,12,2,6.0,16,100,0
17876,Mariah Carey's Sister Claims Their Mother Is Leader Of Satanic Cult,1,1,11,57,11,5.2,19,100,0
17877,How Ben Affleck Got Big For Batman v Superman,1,0,8,37,9,4.1,21,88,0
17878,I'm actor Robert Pattinson (GOOD TIME)... AMA! : movies,1,5,14,47,9,5.2,29,155,0
17879,MTO SHOCKER: Jennifer Lopez Appeared To Hurt HER BACK . . . Trying To Dance Like CIARA . . . Watch The 47 Year Old . . . Get INJURED!!! (Pics),1,6,44,112,31,3.6,39,141,0
17880,"No, the Golden Globes Didn't Forget the In Memoriam Segment...It Just Didn't Air on TV",1,2,14,72,15,4.8,19,93,0
17881,Kylie Jenner ‘Struggling With Pregnancy Food Cravings’ During The Holidays: Why It’s So ‘Challenging’,1,6,14,88,14,6.3,15,100,0
17882,Chelsea Handler Ditches Jennifer Aniston Friendship For Brad Pitt Relationship – Report,1,0,11,76,12,6.3,14,91,0
17883,"Did Kim Kardashian Confirm Pregnancy News for Her, Khloe and Kylie With Past Photo?",1,1,12,70,14,5.0,17,85,0
17884,  Kate Middleton NOT Helping Pippa Ban Ban Meghan Markle From Wedding  Despite Report,1,0,15,70,14,5.0,21,107,0
17885,Celebrity Diet Secrets: Britney Spears,1,1,5,34,5,6.8,14,100,0
17886,Jay-Z talks fighting for love with Beyonce,1,1,3,36,7,5.1,8,42,0
17887,Why Kris Jenner Chose To Share Photos From Her Mammogram On Social Media,1,0,13,60,13,4.6,21,100,0
17888,Kim Kardashian is allowed to care about prison reform,1,0,2,45,9,5.0,4,22,0
17889,Taylor Swift Wants to 'Set Down Roots' With Joe Alwyn in England,1,2,10,53,12,4.4,18,83,0
17890,Angelina Jolie & Sean Penn Talking ‘A Lot’ Claims Source — He Thinks She’s ‘Amazing & Stunningly Beautiful’,1,7,15,90,18,5.0,16,83,0
17891,  Story About Why Beyonce  Kim Kardashian Have Tense Relationship Tense Relationship Is MadeUp,1,0,14,79,14,5.6,17,100,0
17892,"Liam Hemsworth, Miley Cyrus Engaged: Couple Reportedly Having A Secret Wedding In Australia After Christmas",1,1,15,93,15,6.2,16,100,0
17893,Amal Clooney changed dresses during the Met Gala in the museum gift shop,1,0,4,60,13,4.6,6,30,0
17894,Meghan Markle Will Take Over One of Queen Elizabeth's Royal Duties,1,1,10,56,11,5.1,17,90,0
17895,"Is Jennifer Lopez engaged to Alex Rodriguez, when did she start dating the baseball star and who have they previously gone out with?",1,1,5,110,23,4.8,4,21,0
17896,Connecting People Through News,1,0,4,27,4,6.8,14,100,0
17897,"Daniel Day-Lewis retires from acting: Why fans shouldn't consider it a great tragedy- Entertainment News, Firstpost",1,4,7,100,16,6.2,7,43,0
17898,Britney Spears and Kevin Federline Wedding Planner 10 Year Anniversary,1,0,8,61,10,6.1,13,80,0
17899,Jennifer Aniston and Adam Sandler Are in Italy on What We Imagine Is the Most Fun Yacht Trip Ever (Video),1,2,16,86,20,4.3,18,80,0
17900,Brad and Ange back together,1,0,2,23,5,4.6,8,40,0
17901,Trump Renaming ‘Black History Month’ After 41 Years Of Celebration – Report,1,2,10,64,12,5.3,15,83,0
17902,"Ben Affleck and Lindsay Shookus: friendship, flirtation or more began when he was still married to Jennifer Garner",1,1,6,97,18,5.4,6,33,0
17903,"Donald Trump Jr. Suggests Ron Perlman Knew About Harvey Weinstein’s Sexual Abuse, Calls Him a ‘Coward’ For Being Silent",1,3,18,101,19,5.3,17,94,0
17904,Khloé Kardashian Baby Bump Photo Timeline,1,0,6,36,6,6.0,16,100,0
17905,Kylie Jenner ‘Blown Away’ By People Being ‘Obsessed’ With Her Pregnancy After Labor Rumors,1,4,14,77,14,5.5,18,100,0
17906,Are Amy Schumer and John Mayer Dating?,1,1,6,32,7,4.6,18,85,0
17907,Taylor Swift calls Kim Kardashian a bully – and fans call BS!,1,1,6,50,12,4.2,12,50,0
17908,Remember That Time the Emmy’s Got It Right?…Us Neither: We #FixedIt,1,4,12,57,11,5.2,21,109,0
17909,Gwen Stefani Kicks Off Vegas Residency Show with Blake Shelton on Hand,1,0,10,59,12,4.9,16,83,0
17910,Inside Beyoncé's Weight Loss Journey 4 Months After Giving Birth to Twins,1,1,10,62,12,5.2,16,83,0
17911,Gwen Stefani & Blake Shelton’s ‘The Voice’ Flirting Leaves Fans Unimpressed,1,4,10,65,11,5.9,15,90,0
17912,Celebrities show off Thanksgiving feasts and wish fans a happy holiday,1,0,2,60,11,5.5,3,18,0
17913,Did Britney Spears and Sam Asghari Get Engaged for Her Birthday?,1,1,9,54,11,4.9,16,81,0
17914,"Report: Caitlyn Jenner ""Held Hands"" With Transgender Model Andreja Pejic On Oscar Night",1,3,13,75,13,5.8,17,100,0
17915,Emma Watson's engagement and dream wedding details leaked?,1,2,2,51,8,6.4,3,25,0
17916,Jennifer Aniston and Justin Theroux tried to fix marriage,1,0,4,49,9,5.4,8,44,0
17917,Man who posed as Justin Bieber online to entice girls sentenced,1,0,3,53,11,4.8,5,27,0
17918,Is Jennifer Lopez expecting a baby boy with Alex Rodriguez?,1,1,5,50,10,5.0,10,50,0
17919,"Gwen Stefani and Blake Shelton Put Baby, Wedding Plans on Hold",1,0,9,52,11,4.7,17,81,0
17920,Nicole Kidman and Keith Urban Secretly Visited a Private Counseling Retreat (EXCLUSIVE),1,2,18,76,12,6.3,23,150,0
17921,Drake Bella Hadid Secretly Dating,1,0,5,29,5,5.8,17,100,0
17922,How much are actors on Saturday Night Live paid per episode?,1,1,4,50,11,4.5,8,36,0
17923,"Jennifer Aniston - Latest News, Photos and Videos",1,1,6,42,8,5.2,14,75,0
17924,Rande Gerber Net Worth,1,0,4,19,4,4.8,21,100,0
17925,Medusa: MEG RYAN IS WASTING AWAY...,1,1,21,30,6,5.0,70,350,0
17926,Sofia Richie and Scott Disick Prepare to Sign a $200 Million Prenup (EXCLUSIVE),1,2,17,67,13,5.2,25,130,0
17927,Justin Bieber Desperate To Show Selena Gomez’s Mom He’s Changed — How He Plans To Prove It,1,2,16,74,17,4.4,21,94,0
17928,"The last action heroes: Have Tom Cruise, Will Smith and Brad Pitt lost their mojo?",1,2,8,68,15,4.5,11,53,0
17929,It's Official! Gwen Stefani & Blake Shelton Are MARRIED,1,3,14,47,9,5.2,29,155,0
17930,The Kardashian Decade: How a Sex Tape Led to a Billion-Dollar Brand,1,2,10,56,12,4.7,17,83,1
17931,Is Justin Bieber Upset That The Weeknd Is Dating His Ex Yovanna Ventura? The Truth,1,1,15,68,15,4.5,22,100,0
17932,Justin Bieber and Selena Gomez Taking Some Space—But Don’t Call It a Breakup,1,1,12,64,13,4.9,18,92,0
17933,Will Eminem Run For President In 2020 After Vicious Trump Takedown Rap?,1,1,11,60,12,5.0,18,91,0
17934,Russell Crowe Reveals He's Officially Divorced From Danielle Spencer,1,1,9,60,9,6.7,15,100,0
17935,Blake Shelton Says He and Gwen Stefani Thought Their Relationship Was a 'Rebound Deal' at First,1,2,13,80,16,5.0,16,81,0
17936,Kate Middleton 'upset over Prince Harry and Meghan Markle' stealing her limelight,1,2,6,70,12,5.8,8,50,0
17937,Interlocking G tights,1,0,2,19,3,6.3,10,66,0
17938,Why The Queen Is Apparently 'Livid' With William And Kate,1,2,10,48,10,4.8,20,100,0
17939,Meghan Markle and Prince Harry’s new year baby plans,1,1,4,44,9,4.9,9,44,0
17940,Kourtney Kardashian Still Thinks Sofia Richie Is 'Too Young' for Scott Disick: Source,1,3,12,73,13,5.6,16,92,0
17941,Jennifer Garner Stays Warm With Intense Over-Sized Scarf -- See the Pic!,1,4,11,61,12,5.1,18,91,0
17942,"Meghan Markle Reportedly Feuds With ‘furious, Jealous’ Camilla P. Bowles to Be Prince Harry’s Wife",1,3,13,84,15,5.6,15,86,0
17943,"Duchess Style: Are You a Kate Middleton, Meghan Markle or Camilla Parker Bowles?",1,2,11,68,13,5.2,16,84,0
17944,Why All Ladies Crush on Angelina Jolie,1,0,6,32,7,4.6,18,85,0
17945,Jada Pinkett Smith reveals she's losing her hair: 'I was literally shaking with fear',1,4,4,72,14,5.1,5,28,0
17946,Jen’s Rage: Aniston In ‘Revenge Mode’ Against Emma After She’s Caught With Justin,1,5,13,69,13,5.3,18,100,0
17947,Colin Farrell's Craziest Antics - Colin Farrell's 10 Craziest Antics,1,3,8,59,10,5.9,13,80,0
17948,List of The Simpsons guest stars (seasons 1–20),1,2,3,40,8,5.0,7,37,0
17949,The Internet's Most Savage Reactions to Kylie Jenner Naming Her Daughter Stormi,1,1,11,68,12,5.7,16,91,0
17950,Inside Maksim Chmerkovskiy & Peta Murgatroyd's 'Marital Issues',1,4,7,56,8,7.0,12,87,0
17951,Kelly Ripa Leaving ‘Live’? She Feels ‘Betrayed’ By Ryan Seacrest Amid Sexual Harassment Claims,1,5,14,81,14,5.8,17,100,0
17952,Charlie Sheen Settles Lawsuit Against National Enquirer Over Corey Haim Rape Report,1,0,12,72,12,6.0,16,100,0
17953,50 Celebrities React to Donald Trump's Immigration Order,1,1,6,49,8,6.1,12,75,0
17954,Why You’ll Never See Ashton and Mila’s Kids on Social Media,1,2,9,49,11,4.5,18,81,0
17955,Robert Pattinson Flirts With A Pretty Brunette Who Is NOT FKA Twigs,1,0,16,56,12,4.7,28,133,0
17956,Grammys 2018: Live Stream the Red Carpet,1,1,5,34,7,4.9,14,71,0
17957,The Duchess of Cambridge,1,0,3,21,4,5.2,14,75,0
17958,Here's how Selena Gomez reacted to ex The Weeknd meeting Katy Perry for dinner,1,1,7,65,14,4.6,10,50,0
17959,"Kate Upton Cosmetic Surgery – Boob Job, Nose Job & Lip Fillers?",1,2,10,52,12,4.3,19,83,1
17960,Wiktionary,1,0,1,10,1,10.0,10,100,0
17961,People are freaking out that Laura Dern may have snubbed Reese Witherspoon after Emmy win,1,0,6,75,15,5.0,8,40,0
17962,Brad Pitt is 'absolutely smitten by' MIT professor Neri Oxman,1,2,7,52,10,5.2,13,70,0
17963,Jamie Dornan ’ s Wife Forbid Him From Working With Angelina Jolie ,1,1,10,54,13,4.2,18,76,0
17964,"Caitlyn Jenner and O.J. Simpson Are Set to Reunite on TV: ""It Would Be Fascinating!"" (EXCLUSIVE)",1,6,23,81,16,5.1,28,143,0
17965,Kourtney Kardashian moves on from Younes Bendjima by FaceTiming another man,1,0,6,65,11,5.9,9,54,0
17966,"Jennifer Lawrence Is Terrified In ""Mother!"" Trailer",1,3,7,45,7,6.4,15,100,0
17967,Duchess Meghan and Prince Harry Are Planning a U.S. Tour: Details!,1,2,10,56,11,5.1,17,90,0
17968,#Dakota Johnson,1,1,2,14,2,7.0,14,100,0
17969,Fights over Post-it notes? 'Secret sleepovers' with Brad? Jennifer Aniston's separation leads to bonkers tabloid tales.,1,6,6,104,16,6.5,5,37,0
17970,"Kylie Jenner Loves Ferrari ‘Push Present’ From Travis Scott, But Refuses To Drive It To Keep Stormi Safe",1,2,18,87,18,4.8,20,100,0
17971,Julia Roberts Danny Moder Divorce On Hold,1,0,7,35,7,5.0,20,100,0
17972,Justin Bieber ‘Still Reeling’ From Selena Gomez Split: Is He Searching For A New Love To Replace Her?,1,4,18,84,18,4.7,21,100,0
17973,"Janet Jackson and Jermaine Dupri Back Together? How Their Relationship Is ""Slowly Developing""",1,3,12,81,13,6.2,14,92,0
17974,Kris Jenner CAUGHT Getting Flirty With Grimy Scott Disick,1,0,14,49,9,5.4,28,155,0
17975,Are Katie Holmes and Jamie Foxx Dating? The 'Dawson's Creek' Star Issued Her First Public Statement About It,1,4,17,91,18,5.1,18,94,0
17976,Selena Gomez Debuted A New Look on the AMA Red Carpet and Fans Are 'Shook',1,2,14,60,15,4.0,23,93,0
17977, FreeShia Tweets On Shia LaBeouf Arrest Trend On Twitter,1,0,11,47,10,4.7,23,110,0
17978,Jessica Simpson Fuels Pregnancy Rumors In Shocking New Photos,1,0,9,53,9,5.9,16,100,0
17979,Prince Harry and Meghan Markle’s Wedding Cake Breaks with Centuries of Royal Tradition,1,1,10,74,13,5.7,13,76,0
17980,Rumors About Carrie Underwood and Mike Fisher You Should Stop Believing,1,0,10,61,11,5.5,16,90,0
17981,Brad Pitt to quit acting in three years,1,0,2,32,8,4.0,6,25,0
17982,Justin Bieber Lyrics Dis Ex Selena Gomez and The Weeknd,1,0,9,46,10,4.6,19,90,0
17983,Meghan Markle Doing Yoga To Deal With Jealousy Over Prince Harry Photos With Other Women?,1,1,15,75,15,5.0,20,100,0
17984,Duchess of Cambridge Ignores Kim Kardashian After Years of Begging,1,0,8,57,10,5.7,14,80,0
17985,Aaron Rodgers Girlfriend: Is Packers QB Dating Soccer Star Marie Margolius? [VIDEO],1,2,17,72,12,6.0,23,141,0
17986,"Jim Carrey, Robert De Niro Lead Celebrity Tributes to Jerry Lewis: 'He Didn't Miss a Beat, Or a Punchline'",1,4,16,88,19,4.6,18,84,0
17987,Kate Middleton pregnancy: Duchess of Cambridge ruling out third baby because of Meghan Markle?,1,2,6,81,14,5.8,7,42,0
17988,Kris Jenner Is Furious Over Caitlyn Jenner’s Memoir: “None of It Makes Sense” (VIDEO),1,6,17,72,14,5.1,23,121,0
17989,"Kylie Jenner ‘Alone, Confused & Worried’ Over Uncertain Relationship Status With Travis Scott",1,3,12,81,13,6.2,14,92,0
17990,"Jennifer Aniston Did Not Get $200,000 In Cosmetic Procedures After Justin Theroux Split [Debunked]",1,0,13,85,14,6.1,15,92,0
17991,Pink and Carey Hart Net Worth,1,0,5,24,6,4.0,20,83,0
17992,HollywoodLife Lies About Beyonce Twins Released From Hospital,1,0,9,54,8,6.8,16,112,0
17993,Sarah Jessica Parker: Kim Cattrall ‘said things that were really hurtful about me’,1,3,5,70,13,5.4,7,38,0
17994,"Zoe Saldana Says Hollywood Bullied Donald Trump, Twitter Claps Back Hard",1,0,11,62,11,5.6,17,100,0
17995,Scott Disick’s Worst Fear Is That His Youngest Son Reign Isn’t His (EXCLUSIVE),1,4,21,66,13,5.1,31,161,0
17996,Selena Gomez ‘Off-The-Rails’ As Ex Justin Bieber Rebounds With Hot Model Post-Breakup,1,5,15,74,12,6.2,20,125,0
17997,Meryl Streep slams 'disgraceful' Harvey Weinstein over sexual abuse allegations,1,2,4,70,10,7.0,5,40,0
17998,Sarah Jessica Parker Says Time Apart From Matthew Broderick Is 'Beneficial' to Their Marriage,1,2,13,80,14,5.7,16,92,0
17999,Met Gala 2018: Madonna snacks while getting glammed up,1,1,3,46,9,5.1,6,33,0
18000,Melissa McCarthy Going Blind!,1,1,5,26,4,6.5,19,125,0
18001,Kim Kardashian Is Reportedly Considering Asking Her Surrogate to Carry Another Baby for Her,1,0,12,78,14,5.6,15,85,0
18002,Angelina Jolie Hires Crisis Manager Who Inspired Olivia Pope,1,0,9,52,9,5.8,17,100,0
18003,Ryan Phillippe on ex-girlfriend's lawsuit: 'Every one of my accuser's allegations is false',1,6,3,79,13,6.1,3,23,0
18004,Price out as HHS secretary after private plane scandal,1,0,4,46,9,5.1,8,44,0
18005,Meghan Markle’s Old Resumé Lists ‘Stripping’ As One Of Her Many Talents,1,3,12,60,12,5.0,20,100,0
18006,Reese Witherspoon pelting ice cream at Meryl Streep is everything,1,0,4,56,10,5.6,7,40,0
18007,Angelina Jolie Buys $25 Million L.A. Mansion: Prepping For Wedding? — See Pics Inside,1,2,13,72,14,5.1,18,92,0
18008,Kim Kardashian ‘Furious’ With Travis Scott For Neglecting Pregnant Kylie Jenner,1,2,11,69,11,6.3,15,100,0
18009,Meg Ryan may walk down the aisle again as 'John Mellencamp is planning to propose',1,2,4,68,15,4.5,5,26,0
18010,Is Kris Jenner Dating A Nigerian Billionaire?,1,1,7,39,7,5.6,17,100,0
18011,Alessandra Ambrosio,1,0,2,18,2,9.0,11,100,0
18012,Terry Crews names alleged sexual assaulter: 'I will not be shamed',1,3,3,56,11,5.1,5,27,0
18013,Michael Fassbender & Alicia Vikander Split After 9 Months Of Dating,1,1,9,57,11,5.2,15,81,0
18014,Teri Hatcher Broke And Homeless,1,0,5,27,5,5.4,18,100,0
18015,Prince William May Not Live at Kensington Palace Forever,1,0,8,48,9,5.3,16,88,0
18016,Peta Murgatroyd Talks Surprise Pregnancy and Maksim Chmerkovskiy's Reaction: 'He Thought I Was Kidding!',1,5,13,91,14,6.5,14,92,0
18017,Is Taylor Swift Extending An Olive Branch To Katy Perry? She Gets A ‘Pass’ On Reputation,1,3,16,73,16,4.6,21,100,0
18018,"Fast Facts: Blake Shelton & Gwen Stefani Are Having Their First Baby, A Source Claims; PLUS The Hottest Celeb News",1,3,22,95,20,4.8,23,110,0
18019,Brad Pitt and Jennifer Lawrence are not dating,1,0,4,39,8,4.9,10,50,0
18020,"Kim Kardashian, Jesse Jackson, Jenny McCarthy and More Mourn the Death of Hugh Hefner",1,0,12,72,14,5.1,16,85,0
18021,Kristen Wiig Might Play the Villain in Wonder Woman 2,1,0,7,44,10,4.4,15,70,0
18022,"Angelina Jolie, Fragile At 79 Lbs, Battles Brad Pitt Over Career & Co-Star: Fears Same Fate As Jennifer Aniston?",1,4,18,94,19,4.9,19,94,0
18023,Jennifer Lopez Getting Baby Fever With Alex Rodriguez After ‘Amazing’ Father’s Day,1,3,12,71,12,5.9,16,100,0
18024,"Cindy Crawford Says Daughter Kaia Gerber ''Loves Kendall Jenner,'' Talks 14-Year-Old's Modeling Future: Watch",1,8,15,96,14,6.9,15,107,0
18025,Justin Bieber Talking To Pastor Carl Lentz About Proposing To Selena Gomez?,1,1,12,64,12,5.3,18,100,0
18026,Jennifer Garner Denounces People Magazine Cover Story About Divorce,1,0,9,59,9,6.6,15,100,0
18027,Are Jennifer Garner & Josh Duhamel Dating After Devastating Divorces From Ben Affleck & Fergie?,1,3,13,81,15,5.4,16,86,0
18028,Shock reports claim Brad Pitt was cheating with co-star Marion Cotillard behind Ange’s back,1,2,6,78,14,5.6,7,42,0
18029,"Brad Pitt, Jennifer Aniston Reportedly Taking ‘Second Chance At Love’",1,2,10,60,10,6.0,16,100,0
18030,The Matrix - Empire's 1999 Keanu Reeves Interview,1,2,6,42,8,5.2,14,75,0
18031,Jim Carrey: 'The Illuminati is Brainwashing Children into Worshipping Satan',1,3,8,67,10,6.7,11,80,0
18032,"Alec, Hilaria Baldwin Introduce Baby Son Rafael: See the First Photos!",1,2,10,60,11,5.5,16,90,0
18033,"Kim Kardashian Never Said She And Kanye West ‘Barely Made It’ This Year, Despite ‘OK! Magazine’ Report",1,5,18,86,17,5.1,20,105,0
18034,Why did Meghan Markle leave the UK in secret last week before wedding to Prince Harry?,1,1,7,71,16,4.4,9,43,0
18035,"I Am Cait Top 5 Moments: Caitlyn Jenner's Ties With Ronda, Kanye, Kim",1,2,12,57,13,4.4,21,92,0
18036,"Selena Gomez Did NOT Break Taylor Swift “Girl Code,” Despite Report",1,2,13,57,11,5.2,22,118,0
18037,Is Paris Jackson Doing Drugs Amid Scary Family Crisis? [Debunked],1,1,10,56,10,5.6,17,100,0
18038,Caitlyn Jenner considering a bid for U.S. Senate in California,1,0,6,53,10,5.3,11,60,0
18039,Jodie Sweetin Attended 'DWTS' Amid Relapse Reports,1,2,10,44,7,6.3,22,142,0
18040,Bruce Willis Advocates Restraint In This Exclusive 'Death Wish' Deleted Scene,1,2,11,67,11,6.1,16,100,0
18041,"Notorious B.I.G.’s Mom Slams Kendall, Kylie Jenner’s ‘Disgusting’ T-Shirts",1,5,12,66,9,7.3,18,133,0
18042,Forgotten ‘Friends!’ Jennifer Bans Ex Justin From Her Social Circle,1,3,10,58,10,5.8,17,100,0
18043,Why Prince Harry Didn't Get a Prenup Before Marrying Meghan Markle,1,1,10,56,11,5.1,17,90,0
18044,Qualifications Needed to Become a Fitness Instructor,1,0,5,46,7,6.6,10,71,0
18045,Why Princess Charlotte Never Wears Pants,1,0,6,35,6,5.8,17,100,0
18046,Is Selena Gomez's New Song About Justin Bieber Or The Weeknd?,1,2,11,51,11,4.6,21,100,0
18047,Robert Downey Jr. Refuses To Appear On Conan O’Brien’s Talk Show Over Jokes?,1,3,14,64,13,4.9,21,107,0
18048,Chris Brown Slammed By Judge For Skipping Karrueche Tran Court Hearing,1,0,11,60,11,5.5,18,100,0
18049,Fergie and her baby son Axl wear matching bandanas as singer shows off her slender legs in LA,1,0,4,76,18,4.2,5,22,0
18050,Actor Tom Cruise Proposes to Girlfriend Katie Holmes at Eiffel Tower,1,0,9,58,11,5.3,15,81,0
18051,Amal Clooney Wants To Hire Ugly Nannies For Twins – So George Can Avoid Cheating,1,0,14,66,15,4.4,21,93,0
18052,Brad Pitt bid $120k to watch 'Game of Thrones' will Emilia Clarke,1,2,6,54,12,4.5,11,50,0
18053,Jennifer Aniston reveals the truth about her divorce from Justin Theroux,1,0,4,62,11,5.6,6,36,0
18054,Stars Celebrate Rosh Hashanah: See Celebrity Tweets About Jewish New Year,1,1,11,63,11,5.7,17,100,0
18055,Justin Theroux,1,0,2,13,2,6.5,15,100,0
18056,Universidad ICEL,1,0,5,15,2,7.5,33,250,0
18057,"Kate Has a Special Bond With Pregnant Sister Pippa: ""They're Sharing Pregnancy Stories!""",1,5,12,77,13,5.9,15,92,0
18058,"Alyson Hannigan, Alexis Denisof Marriage NOT “On The Rocks,” Despite Report",1,2,13,65,11,5.9,20,118,0
18059,Page 716 – Us Weekly,1,0,3,16,5,3.2,18,60,0
18060,Miranda Lambert Scarred For Life Blake Shelton,1,0,7,40,7,5.7,17,100,0
18061,Taylor Swift will reportedly keep her new album off streaming services like Spotify and Apple Music for a week,1,0,5,92,19,4.8,5,26,0
18062,Gigi Hadid and Bella Hadid's Cutest Pictures,1,1,6,38,7,5.4,15,85,0
