,title,class,sp_count,up_count,title_cha,title_word,cha_word,up_cha,up_word,bad_word
317,Rep Jan Schakowsky on MSNBC,0,0,8,23,5,4.6,34,160,0
318,Donald J. Trump on the Stakes of the Election,0,0,5,37,9,4.1,13,55,0
319,MoveOn.org Political Action: 10 things to know about McCain,0,1,6,51,9,5.7,11,66,0
320,United States Department of Defense,0,0,4,31,5,6.2,12,80,0
321,MoveOn.org Political Action: General Petraeus or General Betray Us?,0,2,9,59,9,6.6,15,100,0
322,MoveOn.org Political Action: 10 things to know about McCain,0,1,6,51,9,5.7,11,66,0
323,The CNN Democratic presidential debate in Texas,0,0,6,41,7,5.9,14,85,0
324,"New York Officials Welcome Immigrants, Legal or Illegal",0,0,7,48,8,6.0,14,87,0
325,A Senate in the Gun Lobby’s Grip,0,1,5,26,7,3.7,19,71,0
326,public information officer for Palm Beach County Property Appraisers Office,0,0,6,66,10,6.6,9,60,0
327,Estonia Might Have The Most Efficient Tax Filing System In The World,0,0,12,57,12,4.8,21,100,0
328,Remarks by the President on the Resurgence of the American Auto Industry,0,0,6,61,12,5.1,9,50,0
329,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress",0,1,16,60,10,6.0,26,160,0
330,当ブログでは福岡県内にある不動産会社についてさまざまな情報をまとめています。福岡市の分譲マンションやマンション経営で頼りになる企業をご紹介！,0,0,0,70,1,70.0,0,0,0
331,Text of H.R. 3338 (107th): Department of Defense and Emergency Supplemental Appropriations for Recovery from and Response to ... (Passed Congress version),0,5,12,133,22,6.0,9,54,0
332,Mourning in America,0,0,2,17,3,5.7,11,66,0
333,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
334,The Democratic Debate in Cleveland,0,0,4,30,5,6.0,13,80,0
335,Interest Group Ratings,0,0,3,20,3,6.7,15,100,0
336,First Presidential Debate,0,0,3,23,3,7.7,13,100,0
337,Town Hall Meeting in Derry NH,0,0,6,24,6,4.0,25,100,0
338,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
339,John McCain,0,0,3,10,2,5.0,30,150,0
340,McCain-Palin 2008,0,1,3,16,2,8.0,18,150,0
341,Political TV Ad Archive » PolAd,0,0,7,26,6,4.3,26,116,0
342,Public Views on Health Care Overhaul Top Week's News,0,1,8,44,9,4.9,18,88,0
343,"Most heroin in U.S. now comes across Mexican border, Rob Portman says",0,0,6,58,12,4.8,10,50,0
344,Democratic National Convention Committee,0,0,4,37,4,9.2,10,100,0
345,"Rick Santorum: By amending constitution, we can balance the budget for good",0,1,3,64,12,5.3,4,25,0
346,Social Security Online History Pages,0,0,5,32,5,6.4,15,100,0
347,Notice: Data not available: U.S. Bureau of Labor Statistics,0,2,7,51,9,5.7,13,77,0
348,Clinton campaign’s claim that Trump would ‘force schools to allow guns in classrooms’,0,3,2,73,13,5.6,2,15,0
349,Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,0,1,6,62,12,5.2,9,50,0
350,foreign policy speech,0,0,0,19,3,6.3,0,0,0
351,Justice Department Memos on Interrogation Techniques,0,0,5,47,6,7.8,10,83,0
352,PolitiFact’s annotated transcript of the second presidential debate,0,1,2,60,8,7.5,3,25,0
353,Debbie Wasserman Schultz on Twitter,0,0,4,31,5,6.2,12,80,0
354,Remarks by President Trump in a Listening Session on Healthcare,0,0,6,54,10,5.4,11,60,0
355,Romney campaign ad,0,0,1,16,3,5.3,6,33,0
356,What Carly is doing tonight – Carly Fiorina – Medium,0,0,5,43,10,4.3,11,50,0
357,Children - Obama for America TV Ad,0,1,6,28,7,4.0,21,85,0
358,2007 Kaiser/HRET Employer Health Benefits Survey,0,0,9,43,6,7.2,20,150,0
359,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
360,"Most heroin in U.S. now comes across Mexican border, Rob Portman says",0,0,6,58,12,4.8,10,50,0
361,Rule by Rentiers,0,0,2,14,3,4.7,14,66,0
362,2011 Urban Institute and the Blue Cross Blue Shield of Massachusetts Foundation,0,0,8,68,12,5.7,11,66,0
363,Donald Trump featured in new jihadist recruitment video,0,0,2,48,8,6.0,4,25,0
364,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
365,interview on Fox News,0,0,2,18,4,4.5,11,50,0
366,Has the potency of pot changed since President Obama was in high school?,0,1,3,60,13,4.6,5,23,0
367,Change We Can Believe In,0,0,5,20,5,4.0,25,100,0
368,Peanut Product Recall Took Company Approval,0,0,6,38,6,6.3,15,100,0
369,Action for 25th Legislature,0,0,2,24,4,6.0,8,50,0
370,Democratic National Convention Committee,0,0,4,37,4,9.2,10,100,0
371,Iraq pullout could create chaos,0,0,1,27,5,5.4,3,20,0
372,In Obama's Words,0,1,3,14,3,4.7,21,100,0
373,"For Education Secretary, Stimulus Means Dollars and Risk",0,0,7,49,8,6.1,14,87,0
374,VIDEO: Special Preview Of Jersey Shore In Miami!,0,2,12,41,8,5.1,29,150,0
375,Obama Promises Abortion in Public Plan,0,0,5,33,6,5.5,15,83,0
376,Popular baby names,0,0,1,16,3,5.3,6,33,0
377,Top Presidential Candidate 2008 Websites,0,0,4,36,5,7.2,11,80,0
378,speech in Cincinnati,0,0,1,18,3,6.0,5,33,0
379,Louise Slaughter on Twitter,0,0,3,24,4,6.0,12,75,0
380,Laws Affecting Reproductive Health and Rights: 2013 State Policy Review,0,1,8,62,10,6.2,12,80,0
381,Fox News Sunday,0,0,3,13,3,4.3,23,100,0
382,International Energy Statistics,0,0,3,29,3,9.7,10,100,0
383,Donald Trump Sets Conditions for Defending NATO Allies Against Attack,0,0,12,60,10,6.0,20,120,0
384,The State of Working America 20067 pdf,0,0,4,32,7,4.6,12,57,0
385,"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",0,5,17,83,17,4.9,20,100,0
386,Trump on Prejean: Same as Obama,0,1,4,26,6,4.3,15,66,0
387,"Donald Trump, Billy Bush: Interview Scrambles Race",0,1,7,44,7,6.3,15,100,0
388,Transcript: Interview with Donald Trump,0,1,4,35,5,7.0,11,80,0
389,Rep. Michael McCaul (R-TX) Appears on Face the Nation,0,3,10,45,9,5.0,22,111,0
390,Energy and Commerce Committee,0,0,3,26,4,6.5,11,75,0
391,Meet Barack Obama,0,0,3,15,3,5.0,20,100,0
392,Redirect Notice,0,0,2,14,2,7.0,14,100,0
393,"Carolyn B. Maloney on Twitter: ""Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:",0,10,17,154,29,5.3,11,58,0
394,Fiscal Year 2011 Email interview with Todd Harrison of the Center for Strategic and Budgetary Assessments,0,0,9,90,16,5.6,10,56,0
395,"Shields and Gerson on Cabinet Noms, Gun Laws, Boehner's Leadership | PBS NewsHour | Dec. 21, 2012",0,1,14,81,17,4.8,17,82,0
396,U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress,0,1,10,47,9,5.2,21,111,0
397,CQ Vote Studies,0,0,4,13,3,4.3,30,133,0
398,CPAC 2013 - Former Governor Sarah Palin (R-AK),0,4,11,39,8,4.9,28,137,0
399,"""One Hundred Percent"" by Club for Growth Action",0,2,6,40,8,5.0,15,75,0
400,Browse Congressional Bills,0,0,3,24,3,8.0,12,100,0
401,Executive Order Protecting the Nation from Foreign Terrorist Entry into the United States,0,0,9,77,13,5.9,11,69,0
402,Debbie Wasserman Schultz on Twitter,0,0,4,31,5,6.2,12,80,0
403,"Senator Charles Schumer NY November Midterm Elections, Nov 25 2014",0,0,9,57,10,5.7,15,90,0
404,CHIP Enrollment: June 2011 Data Snapshot,0,1,8,35,6,5.8,22,133,0
405,"Remarks by the President on the Economy -- Knox College, Galesburg, IL",0,2,8,59,12,4.9,13,66,0
406,Memorial Day,0,0,2,11,2,5.5,18,100,0
407,'This Week' Transcript: Target Libya,0,3,5,32,5,6.4,15,100,0
408,Administration Is Seeking $700 Billion for Wall Street,0,0,6,47,8,5.9,12,75,0
409,Family Policy Alliance,0,0,3,20,3,6.7,15,100,0
410,HillaryClinton.com,0,0,2,18,1,18.0,11,200,0
411,"This Labor Day, we need protests",0,0,3,27,6,4.5,11,50,0
412,Breaking down barriers for African Americans – Hillary for America – Medium,0,0,6,64,12,5.3,9,50,0
413,WarOnPoverty50,0,0,3,14,1,14.0,21,300,0
414,Supreme Court Vacancy Video,0,0,4,24,4,6.0,16,100,0
415,U.S. House Committee on Foreign Affairs,0,0,6,34,6,5.7,17,100,0
416,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
417,Remarks by the President on Oil and Gas Subsidies,0,0,5,41,9,4.6,12,55,0
418,Have You Been to Iraq — 76 Sens Say They Have by Patrick Fitzgerald,0,0,10,54,14,3.9,18,71,0
419,House GOP Introduces Keep Terrorists Out of America Act,0,0,10,47,9,5.2,21,111,0
420,Should ISIS' gains lead to more U.S. troops in Iraq?,0,2,8,43,10,4.3,18,80,0
421,Resource Not Available,0,0,3,20,3,6.7,15,100,0
422,Individual Income Tax Returns Publication 1304 (Complete Report),0,2,7,57,8,7.1,12,87,0
423,Transcripts,0,0,1,11,1,11.0,9,100,0
424,State of the Union 2013,0,0,2,19,5,3.8,10,40,0
425,Statement by the President,0,0,2,23,4,5.8,8,50,0
426,Ron Paul Praises Embattled RNC Chief Michael Steele For Leadership On Afghanistan,0,0,14,70,12,5.8,20,116,0
427,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
428,Palin tries new tactic to unload hated jet: Gov. Sarah Palin background,0,1,4,60,12,5.0,6,33,0
429,Barasso Ready to Question Kagan,0,0,4,27,5,5.4,14,80,0
430,Transcript Briefing by Press Secretary Robert Gibbs,0,0,6,45,7,6.4,13,85,0
431,Israel should welcome Rouhani's election victory,0,1,2,43,6,7.2,4,33,0
432,Uniform Crime Reports,0,0,3,19,3,6.3,15,100,0
433,Political TV Ad Archive » PolAd,0,0,7,26,6,4.3,26,116,0
434,Keeping His Word: Lowering the Cost of Medicare Prescriptions,0,1,7,53,9,5.9,13,77,0
435,Rand Paul: Will Donald Trump betray voters by hiring John Bolton?,0,2,7,55,11,5.0,12,63,0
436,ABC News: ABC News,0,1,8,15,4,3.8,53,200,0
437,Political Figures: C (2),0,3,3,21,4,5.2,14,75,0
438,Rep. Ross: We need to get government running again,0,1,3,42,9,4.7,7,33,0
439,President Barack Obama in Portsmouth Town Hall,0,0,6,40,7,5.7,15,85,0
440,“Put Palin’s WolfKilling Record on Television”,0,3,6,41,6,6.8,14,100,0
441,2007 Federal Tax Rate Schedules,0,0,4,27,5,5.4,14,80,0
442,Web Ad A Tale of Two Mitts,0,0,6,20,7,2.9,30,85,0
443,McCain in Colorado,0,0,3,16,3,5.3,18,100,0
444,"Vladimir Putin's Approval Rating Hits All-Time High, Boosted by Syria Airstrikes",0,2,11,70,11,6.4,15,100,0
445,"Penniless California issues IOUs to firms, clinics, taxpayers and students",0,0,5,65,10,6.5,7,50,0
446,"As Americans Save Money, their Government Spends with Reckless Abandon",0,0,8,61,10,6.1,13,80,0
447,Rand Paul: We Must Demilitarize the Police,0,1,6,36,7,5.1,16,85,0
448,Remarks by the President at the Associated Press Luncheon,0,0,5,49,9,5.4,10,55,0
449,eCFR — Code of Federal Regulations,0,0,6,29,6,4.8,20,100,0
450,CQ Transcriptswire > Login,0,1,4,23,4,5.8,17,100,0
451,Morgan Griffith says EPA treats milk spills same way as oil spills,0,0,5,55,12,4.6,9,41,0
452,CQ Vote Studies,0,0,4,13,3,4.3,30,133,0
453,GDP and the Economy Final Estimates for the Third Quarter of 2007,0,0,8,54,12,4.5,14,66,0
454,Transcript of Wednesday's presidential debate,0,1,2,41,5,8.2,4,40,0
455,Obama Exclusive Concedes Senate Voteainst Raising Debt Limit Was Political,0,0,10,65,10,6.5,15,100,0
456,The page you're looking for may have been moved or renamed,0,1,1,48,11,4.4,2,9,0
457,‘Americans need to stand together’: Hillary Clinton’s remarks following the Orlando shooting,0,4,4,81,12,6.8,4,33,0
458,Sen. Barack Obama's answer to meeting energy demands,0,1,3,45,8,5.6,6,37,0
459,Statement by the President,0,0,2,23,4,5.8,8,50,0
460,"'This Week' Transcript: Hoyer, Boehner and Bill Gates",0,3,7,46,8,5.8,15,87,0
461,Arizona Department of Public Safety,0,0,4,31,5,6.2,12,80,0
462,Sen. Gregg: President Obama's Budget Proposal Is a 'Disaster',0,4,8,53,9,5.9,15,88,0
463,School Choice FAQ,0,0,5,15,3,5.0,33,166,0
464,"Data on Campaign Finance, Super PACs, Industries, and Lobbying",0,0,9,54,9,6.0,16,100,0
465,"Department of Homeland Security Appropriations Act, 2007 (2006; 109th Congress H.R. 5441)",0,3,8,78,12,6.5,10,66,0
466,Poor and the nearpoor 1959 to 2006,0,0,1,28,7,4.0,3,14,0
467,Cain said food stamp program use up under Obama,0,0,2,39,9,4.3,5,22,0
468,Testimony on CBO’s Assessment of the Air Force’s Plan to Acquire 100 Boeing Tanker Aircraft,0,2,12,77,15,5.1,15,80,0
469,Fox News Sunday,0,0,3,13,3,4.3,23,100,0
470,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
471,Illinois General Assembly,0,0,3,23,3,7.7,13,100,0
472,Health Insurance Coverage in the United States 2015,0,0,5,44,8,5.5,11,62,0
473,Top Picks (Most Requested Statistics) : U.S. Bureau of Labor Statistics,0,3,10,61,11,5.5,16,90,0
474,The Republican Road to Recovery,0,0,4,27,5,5.4,14,80,0
475,Democratic National Convention,0,0,3,28,3,9.3,10,100,0
476,60 Minutes Transcript,0,0,2,19,3,6.3,10,66,0
477,Bureau of Labor Statistics Data,0,0,4,27,5,5.4,14,80,0
478,The Texas Unmiracle,0,0,3,17,3,5.7,17,100,0
479,Indictment US v Vince McMahon and Titan Sports New Haven Register,0,0,11,55,11,5.0,20,100,0
480,Barack Obama Challenges John McCain To Duel Over Taxes,0,0,10,46,9,5.1,21,111,0
481,A comprehensive investigation of voter impersonation finds 31 credible incidents out of one billion ballots cast,0,0,1,97,16,6.1,1,6,0
482,LexisNexis(R) Publisher,0,2,4,22,2,11.0,18,200,0
483,The Des Moines Register,0,0,4,20,4,5.0,20,100,0
484,The Gingrich Tragedy,0,0,3,18,3,6.0,16,100,0
485,Obama Criticizes McCain on Lobbyists,0,0,5,32,5,6.4,15,100,0
486,Cravaack Passes Amendment to Improve US Aviation Security in Opposition to Obamas Planned Disarming of Federal Flight Deck Officers,0,0,16,113,19,5.9,14,84,0
487,Barack Obama says U.S. oil production last year was highest since 2003,0,0,4,59,12,4.9,6,33,0
488,TG-162: Treasury Announces $68 Billion in Expected CPP Repayments,0,2,10,57,9,6.3,17,111,0
489,"Current-Law Distribution of Federal Taxes By Cash Income Percentiles, 2007",0,1,9,65,10,6.5,13,90,0
490,Part I: CNN/YouTube Democratic presidential debate transcript,0,1,8,55,7,7.9,14,114,0
491,"Table of Known Nuclear Tests Worldwide, 1945-1996",0,1,5,43,7,6.1,11,71,0
492,Remarks by the President at GOP House Issues Conference,0,0,8,47,9,5.2,17,88,0
493,"Hillary Rodham Clinton, Senator for New York: Floor Speech of Senator Hillary Rodham Clinton on S.J. Res. 45, A Resolution to Authorize the Use of United States Armed Forces Against Iraq",0,1,25,156,31,5.0,16,80,0
494,TPMtv Extra: South Carolina Ronald Reagan Debate,0,1,9,42,7,6.0,21,128,0
495,a director of research for the foreign policy program at the Brookings Institution,0,0,2,70,13,5.4,2,15,0
496,Massachusetts Department of Elementary and Secondary Education,0,0,5,56,7,8.0,8,71,0
497,Expanding Opportunity — #KempForum16 – Paul Ryan – Medium,0,1,7,49,9,5.4,14,77,0
498,Country of Origin Labeling (COOL),0,2,7,29,5,5.8,24,140,0
499,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",0,0,8,54,9,6.0,14,88,0
500,Mike Huckabee: Fried Squirrel Out of a Popcorn Popper,0,1,7,45,9,5.0,15,77,0
501,Transcript of Wednesday's presidential debate,0,1,2,41,5,8.2,4,40,0
502,"McConnell, Webb, Jindal express uncertainty over Iran nuclear deal",0,0,5,58,9,6.4,8,55,0
503,"Remarks by the President on Comprehensive Immigration Reform in El Paso, Texas",0,0,8,67,12,5.6,11,66,0
504,Kerry-McCain: Welcome To Massachusetts!,0,3,6,36,4,9.0,16,150,0
505,"Obama Urges Bernanke, Paulson to Fight Foreclosures, Hold Homeownership Summit",0,0,9,69,10,6.9,13,90,0
506,Schneiderman suing Trump over DACA cites 'discriminatory animus',0,2,6,57,8,7.1,10,75,0
507,Americas 5 Best Governors,0,0,3,22,4,5.5,13,75,0
508,Situation Syria Regional Refugee Response,0,0,5,37,5,7.4,13,100,0
509,Transcript of Republican Presidential debate at the Ronald Reagan Library in Simi Valley,0,0,8,76,13,5.8,10,61,0
510,"Sec. John Kelly on Manchester investigation, keeping America safe",0,0,5,57,9,6.3,8,55,0
511,John McCain for President,0,0,4,22,4,5.5,18,100,0
512,alert to members on abortion coverage in the House health care bill,0,0,1,56,12,4.7,1,8,0
513,Terror Suspects Are Buying Guns - and the FBI Can't Stop Them,0,2,11,50,12,4.2,22,91,0
514,Organizing for Action,0,0,2,19,3,6.3,10,66,0
515,"Hannity says Obama won't even use the term ""war on terrorism""",0,3,2,52,11,4.7,3,18,0
516,a professor of American Studies at Lynn University,0,0,4,43,8,5.4,9,50,0
517,transcript accessed via Nexis Mitt Romney Sends Taped Message to 2011 NRA Convention,0,0,10,72,13,5.5,13,76,0
518,An Open Letter to 'All Barack Channel',0,2,6,32,7,4.6,18,85,0
519,"Obama for America TV Ad: ""Firms""",0,3,6,27,6,4.5,22,100,0
520,roll call on Stupak amendment,0,0,1,25,5,5.0,4,20,0
521,Pastors To Protest IRS Rules on Political Advocacy,0,0,9,43,8,5.4,20,112,0
522,"Mitch McConnell, Alison Lundergan Grimes Have 'Sharp Differences' on Campaign Finance Rules",0,2,12,80,12,6.7,15,100,0
523,by Mark Halperin,0,0,2,14,3,4.7,14,66,0
524,"Ryan's plan includes $700 billion in Medicare ""cuts,"" says Stephanie Cutter",0,3,4,66,11,6.0,6,36,0
525,U.S. Senate: U.S. Senate Roll Call Votes 110th Congress,0,1,10,47,9,5.2,21,111,0
526,Table B46 Employees on nonagricultural payrolls by major industry 19552006,0,0,3,65,10,6.5,4,30,0
527,Jim DeMint on Twitter,0,0,4,18,4,4.5,22,100,0
528,"Fed Up! Our Fight to Save America from Washington, by Rick Perry",0,1,9,53,12,4.4,16,75,0
529,Obama’s Health Care Speech to Congress,0,1,5,33,6,5.5,15,83,0
530,Press release Rep Barton Democrats stimulus will waste money abuse people and lead to unintended consequences,0,0,4,94,16,5.9,4,25,0
531,Summing Summertime: Part 4,0,1,3,23,4,5.8,13,75,0
532,Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked,0,0,2,80,15,5.3,2,13,0
533,"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",0,5,17,83,17,4.9,20,100,0
534,Federal Election Commission filing,0,0,3,31,4,7.8,9,75,0
535,Transcript of debate between Chris Coons and Christine ODonnell,0,0,6,55,9,6.1,10,66,0
536,Transcripts,0,0,1,11,1,11.0,9,100,0
537,Barack Obama says Mitt Romney condemned coal-fired power plants as killers,0,1,4,64,11,5.8,6,36,0
538,The full transcript of the third presidential debate,0,0,1,45,8,5.6,2,12,0
539,Poverty 2005 Highlights,0,0,2,21,3,7.0,9,66,0
540,Food Standards and Labeling Policy Book,0,0,5,34,6,5.7,14,83,0
541,'This Week' Transcript: Geithner,0,3,4,29,4,7.2,13,100,0
542,Transcripts,0,0,1,11,1,11.0,9,100,0
543,"Nancy Pelosi, Wicked Witch of the West",0,0,5,32,7,4.6,15,71,0
544,or Degrading Treatment of Punishment Text of International Covenant on Civil and Political Rights Text of Geneva Convention relative to the Treatment of Prisoners of War Text of Geneva Convention relative to the Protection of Civilian Persons in Time of War Text of Universal Declaration of Human Rights Jay Bybee assistant attorney general,0,0,30,288,53,5.4,10,56,0
545,Warren Buffett says the super-rich pay lower tax rates than others,0,1,2,56,11,5.1,3,18,0
546,U.S. Senate: U.S. Senate Roll Call Votes 108th Congress,0,1,10,47,9,5.2,21,111,0
547,Jeb Bush 2016 Same Resume Right to Rise USA PAC,0,0,12,38,10,3.8,31,120,0
548,"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",0,3,17,112,19,5.9,15,89,0
549,U.S. Senate: U.S. Senate Roll Call Votes 111th Congress,0,1,10,47,9,5.2,21,111,0
550,Harry Reid,0,0,2,9,2,4.5,22,100,0
551,Video Interview with Howard Dean,0,0,4,28,5,5.6,14,80,0
552,The Democratic Debate in Cleveland,0,0,4,30,5,6.0,13,80,0
553,Obama knows his way around a ballot -- chicagotribune.com,0,2,1,49,9,5.4,2,11,0
554,speech on the floor of the US House of Representatives,0,0,4,45,10,4.5,8,40,0
555,"Everything you need to know about the drone debate, in one FAQ",0,0,4,51,12,4.2,7,33,0
556,WATCH LIVE: Tim Kaine and Corey Stewart meet for first U.S. Senate debate in Virginia,0,1,17,71,15,4.7,23,113,0
557,Web Ad A Tale of Two Mitts,0,0,6,20,7,2.9,30,85,0
558,Romney CPAC Speech: It's All About the Jobs,0,2,10,36,8,4.5,27,125,0
559,Patient Protection and Affordable Care Act,0,0,5,37,6,6.2,13,83,0
560,AFP: McCain renews attacks on Obama links to radical,0,1,6,44,9,4.9,13,66,0
561,Patient Protection and Affordable Care Act,0,0,5,37,6,6.2,13,83,0
562,Sarah Palin on Twitter,0,0,3,19,4,4.8,15,75,0
563,"No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester Talks of Life With the Weathermen",0,1,14,88,21,4.2,15,66,0
564,"Bill Clinton on Rush Limbaugh, His Mistakes, the Supreme Court and Middle East Peace",0,0,11,71,14,5.1,15,78,0
565,Rick Santorum sworn in as Pennsylvania’s newest senator,0,1,3,48,8,6.0,6,37,0
566,"Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act",0,0,9,85,17,5.0,10,52,0
567,Financial Rescue Nears GDP as Pledges Top 128 Trillion by Mark Pittman and Bob Ivry,0,0,13,69,15,4.6,18,86,0
568,Transcript: NPR's Full Interview With Sen. Marco Rubio,0,2,10,47,8,5.9,21,125,0
569,Gore looking to turn idle fans into activists 3year ad campaign will feature enemies united on climate,0,0,1,86,17,5.1,1,5,0
570,The early catastrophe,0,0,1,19,3,6.3,5,33,0
571,NPC Luncheon with Eric Holder,0,0,6,25,5,5.0,24,120,0
572,"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",0,3,7,72,11,6.5,9,63,0
573,2011-2012 Wisconsin Legislature Documents,0,1,3,38,4,9.5,7,75,0
574,"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks",0,0,8,74,13,5.7,10,61,0
575,U.S. Imports & Exports,0,1,4,19,4,4.8,21,100,0
576,Transcripts,0,0,1,11,1,11.0,9,100,0
577,"In reversal, McCain says lift ban on offshore drilling",0,0,3,46,9,5.1,6,33,0
578,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",0,2,9,86,13,6.6,10,69,0
579,'This Week' Transcript: Odierno and Chiarelli,0,3,5,40,6,6.7,12,83,0
580,Obama’s Prime-Time Press Briefing,0,2,5,30,4,7.5,16,125,0
581,"Author Offers Insights on Slavery, the Capitol, and Obama's Inauguration",0,1,7,63,10,6.3,11,70,0
582,American International Group Inc Form 10K,0,0,6,36,6,6.0,16,100,0
583,Remarks by the President at AFL CIO Labor Day Picnic,0,0,11,43,10,4.3,25,110,0
584,REP. JENKINS: OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED,0,1,48,50,10,5.0,96,480,0
585,Remarks by the First Lady on What Health Insurance Reform Means for Women and Families,0,0,10,72,15,4.8,13,66,0
586,and Surpluses or Deficits as Percentages of GDP 1930–2015,0,0,6,49,9,5.4,12,66,0
587,Planned Parenthood® Action Center,0,0,4,30,4,7.5,13,100,0
588,Transcripts,0,0,1,11,1,11.0,9,100,0
589,CBOs Estimate of the Effects on Direct Spending and Revenues of the House Amendments to the Senate Amendments to HR 976 the Childrens Health Insurance Program Reauthorization Act of 2007,0,0,20,157,30,5.2,12,66,0
590,Remarks of Senator Obama: The War We Need to Win,0,1,8,39,10,3.9,20,80,0
591,Library of Congress,0,0,2,17,3,5.7,11,66,0
592,'This Week' Transcript: Geithner,0,3,4,29,4,7.2,13,100,0
593,"Obama for America TV Ad: ""Firms""",0,3,6,27,6,4.5,22,100,0
594,The Colbert Report,0,0,3,16,3,5.3,18,100,0
595,Stop Coddling the Super-Rich,0,1,4,25,4,6.2,16,100,0
596,Did Bernie Sanders vote against background checks and waiting periods for gun purchases?,0,1,3,76,13,5.8,3,23,0
597,Families Facing Tax Increases Under Trump's Tax Plan,0,1,8,45,8,5.6,17,100,0
598,Report on Geithners tax issues,0,0,2,26,5,5.2,7,40,0
599,Senate begins health care debate amid calls for tort reforms,0,0,1,51,10,5.1,1,10,0
600,Updated: The Facts About Hillary Clinton’s Emails,0,2,7,43,7,6.1,16,100,0
601,Rand Paul: Republicans 'Aren't Maybe Brave Enough' to Tackle Deficit,0,4,9,59,10,5.9,15,90,0
602,Sen. Sanders warns of ‘frightening trend’ towards oligarchy,0,2,2,52,8,6.5,3,25,0
603,The latest political news and headlines from D.C. and beyond,0,0,3,51,10,5.1,5,30,0
604,The Democratic Debate in Cleveland,0,0,4,30,5,6.0,13,80,0
605,Rick Perry says he switched to GOP at a younger age than Reagan did,0,0,6,54,14,3.9,11,42,0
606,"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley",0,1,22,155,28,5.5,14,78,0
607,Senator Bernie Sanders on Democratic Socialism in the United States,0,0,7,58,10,5.8,12,70,0
608,"The CNN Miami Republican debate transcript, annotated",0,0,6,47,7,6.7,12,85,0
609,Barack Obama says U.S. oil production last year was highest since 2003,0,0,4,59,12,4.9,6,33,0
610,Survey Results from Hays Research Group,0,0,5,34,6,5.7,14,83,0
611,The Budget and Economic Outlook: Fiscal Years 2009 to 2019,0,1,6,49,10,4.9,12,60,0
612,testimony submitted to the Congressional Oversight Panel’s hearing on the TARPs impact on financial stability,0,1,7,95,15,6.3,7,46,0
613,"Remarks by the President on the Economy -- Knox College, Galesburg, IL",0,2,8,59,12,4.9,13,66,0
614,The Daily Show with Trevor Noah,0,0,5,26,6,4.3,19,83,0
615,Historical aggregate income by fifths and top 5 percent,0,0,1,47,9,5.2,2,11,0
616,"IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt Defense, Charging 'Malice.'",0,3,37,90,13,6.9,41,284,0
617,The Obameter: Introduce a comprehensive immigration bill in the first year,0,1,3,64,11,5.8,4,27,0
618,"Trump asking Congress, not Mexico, to pay for border wall",0,0,3,48,10,4.8,6,30,0
619,Flake: “Religious tests should have no place in the Senate”,0,3,3,50,10,5.0,6,30,0
620,Change We Can Believe In,0,0,5,20,5,4.0,25,100,0
621,deputy director of national health statistics in the Office of the Actuary at the Center for Medicare and Medicaid Services,0,0,6,104,20,5.2,5,30,0
622,Romneys ProLife Conversion Myth or Reality June 14,0,0,7,43,8,5.4,16,87,0
623,Interest Group Ratings,0,0,3,20,3,6.7,15,100,0
624,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,1,1,18,56,9,6.2,32,200,0
